"x","y","Species","Abundance","Stress_abund"
12,13,"Sp. 38",9,0
12,14,"Sp. 38",0,0
12,15,"Sp. 38",0,0
12,16,"Sp. 38",0,0
12,17,"Sp. 38",0,0
12,18,"Sp. 38",0,0
12,19,"Sp. 38",0,0
12,20,"Sp. 38",0,0
13,1,"Sp. 38",0,0
13,2,"Sp. 38",0,0
13,3,"Sp. 38",0,0
13,4,"Sp. 38",0,0
13,5,"Sp. 38",0,0
13,6,"Sp. 38",7,0
13,7,"Sp. 38",15,0
13,8,"Sp. 38",61,0
13,9,"Sp. 38",143,0
13,10,"Sp. 38",165,0
13,11,"Sp. 38",126,0
13,12,"Sp. 38",59,0
13,13,"Sp. 38",32,0
13,14,"Sp. 38",15,0
13,15,"Sp. 38",11,0
13,16,"Sp. 38",0,0
13,17,"Sp. 38",0,0
13,18,"Sp. 38",0,0
13,19,"Sp. 38",0,0
13,20,"Sp. 38",0,0
14,1,"Sp. 38",0,0
14,2,"Sp. 38",0,0
14,3,"Sp. 38",0,0
14,4,"Sp. 38",0,0
14,5,"Sp. 38",8,0
14,6,"Sp. 38",11,0
14,7,"Sp. 38",60,0
14,8,"Sp. 38",614,0
14,9,"Sp. 38",631,0
14,10,"Sp. 38",550,0
14,11,"Sp. 38",568,0
14,12,"Sp. 38",380,0
14,13,"Sp. 38",244,0
14,14,"Sp. 38",98,0
14,15,"Sp. 38",22,0
14,16,"Sp. 38",6,0
14,17,"Sp. 38",0,0
14,18,"Sp. 38",0,0
14,19,"Sp. 38",0,0
14,20,"Sp. 38",0,0
15,1,"Sp. 38",0,0
15,2,"Sp. 38",0,0
15,3,"Sp. 38",0,0
15,4,"Sp. 38",0,0
15,5,"Sp. 38",0,0
15,6,"Sp. 38",23,0
15,7,"Sp. 38",761,0
15,8,"Sp. 38",1013,0
15,9,"Sp. 38",982,0
15,10,"Sp. 38",865,0
15,11,"Sp. 38",823,0
15,12,"Sp. 38",845,0
15,13,"Sp. 38",618,0
15,14,"Sp. 38",420,0
15,15,"Sp. 38",47,0
15,16,"Sp. 38",16,0
15,17,"Sp. 38",0,0
15,18,"Sp. 38",0,0
15,19,"Sp. 38",0,0
15,20,"Sp. 38",0,0
16,1,"Sp. 38",0,0
16,2,"Sp. 38",0,0
16,3,"Sp. 38",0,0
16,4,"Sp. 38",0,0
16,5,"Sp. 38",15,0
16,6,"Sp. 38",16,0
16,7,"Sp. 38",88,0
16,8,"Sp. 38",944,0
16,9,"Sp. 38",1132,0
16,10,"Sp. 38",1035,0
16,11,"Sp. 38",1095,0
16,12,"Sp. 38",998,0
16,13,"Sp. 38",748,0
16,14,"Sp. 38",619,0
16,15,"Sp. 38",301,0
16,16,"Sp. 38",27,0
16,17,"Sp. 38",0,0
16,18,"Sp. 38",0,0
16,19,"Sp. 38",0,0
16,20,"Sp. 38",0,0
17,1,"Sp. 38",0,0
17,2,"Sp. 38",0,0
17,3,"Sp. 38",0,0
17,4,"Sp. 38",7,0
17,5,"Sp. 38",12,0
17,6,"Sp. 38",15,0
17,7,"Sp. 38",71,0
17,8,"Sp. 38",997,0
17,9,"Sp. 38",1273,0
17,10,"Sp. 38",1200,0
17,11,"Sp. 38",1221,0
17,12,"Sp. 38",1042,0
17,13,"Sp. 38",951,0
17,14,"Sp. 38",723,0
17,15,"Sp. 38",479,0
17,16,"Sp. 38",42,0
17,17,"Sp. 38",9,0
17,18,"Sp. 38",5,0
17,19,"Sp. 38",0,0
17,20,"Sp. 38",0,0
18,1,"Sp. 38",0,0
18,2,"Sp. 38",0,0
18,3,"Sp. 38",0,0
18,4,"Sp. 38",11,0
18,5,"Sp. 38",15,0
18,6,"Sp. 38",21,0
18,7,"Sp. 38",114,0
18,8,"Sp. 38",694,0
18,9,"Sp. 38",1328,0
18,10,"Sp. 38",1353,0
18,11,"Sp. 38",1294,0
18,12,"Sp. 38",1104,3
18,13,"Sp. 38",963,0
18,14,"Sp. 38",762,0
18,15,"Sp. 38",592,0
18,16,"Sp. 38",22,0
18,17,"Sp. 38",10,0
18,18,"Sp. 38",0,0
18,19,"Sp. 38",0,0
18,20,"Sp. 38",0,0
19,1,"Sp. 38",0,0
19,2,"Sp. 38",8,0
19,3,"Sp. 38",0,0
19,4,"Sp. 38",14,0
19,5,"Sp. 38",14,0
19,6,"Sp. 38",51,0
19,7,"Sp. 38",198,0
19,8,"Sp. 38",1057,0
19,9,"Sp. 38",1439,0
19,10,"Sp. 38",1358,0
19,11,"Sp. 38",1264,31
19,12,"Sp. 38",1161,56
19,13,"Sp. 38",1049,7
19,14,"Sp. 38",899,0
19,15,"Sp. 38",313,0
19,16,"Sp. 38",24,0
19,17,"Sp. 38",11,0
19,18,"Sp. 38",0,0
19,19,"Sp. 38",0,0
19,20,"Sp. 38",0,0
20,1,"Sp. 38",0,0
20,2,"Sp. 38",6,0
20,3,"Sp. 38",0,0
20,4,"Sp. 38",13,0
20,5,"Sp. 38",24,0
20,6,"Sp. 38",76,0
20,7,"Sp. 38",306,0
20,8,"Sp. 38",1158,0
20,9,"Sp. 38",1463,0
20,10,"Sp. 38",1367,14
20,11,"Sp. 38",1307,16
20,12,"Sp. 38",1229,5
20,13,"Sp. 38",1135,16
20,14,"Sp. 38",890,0
20,15,"Sp. 38",252,0
20,16,"Sp. 38",18,0
20,17,"Sp. 38",0,0
20,18,"Sp. 38",0,0
20,19,"Sp. 38",0,0
20,20,"Sp. 38",0,0
1,1,"Sp. 39",0,0
1,2,"Sp. 39",0,0
1,3,"Sp. 39",0,0
1,4,"Sp. 39",0,0
1,5,"Sp. 39",0,0
1,6,"Sp. 39",32,81
1,7,"Sp. 39",255,0
1,8,"Sp. 39",565,319
1,9,"Sp. 39",607,209
1,10,"Sp. 39",639,7
1,11,"Sp. 39",304,4
1,12,"Sp. 39",237,61
1,13,"Sp. 39",175,23
1,14,"Sp. 39",29,0
1,15,"Sp. 39",8,0
1,16,"Sp. 39",0,0
1,17,"Sp. 39",0,0
1,18,"Sp. 39",0,0
1,19,"Sp. 39",0,0
1,20,"Sp. 39",0,0
2,1,"Sp. 39",0,0
2,2,"Sp. 39",0,0
2,3,"Sp. 39",0,0
2,4,"Sp. 39",0,0
2,5,"Sp. 39",8,0
2,6,"Sp. 39",29,0
2,7,"Sp. 39",293,10
2,8,"Sp. 39",573,100
2,9,"Sp. 39",648,68
2,10,"Sp. 39",576,22
2,11,"Sp. 39",530,297
2,12,"Sp. 39",403,251
2,13,"Sp. 39",356,126
2,14,"Sp. 39",51,0
2,15,"Sp. 39",0,0
2,16,"Sp. 39",4,0
2,17,"Sp. 39",0,0
2,18,"Sp. 39",0,0
2,19,"Sp. 39",0,0
2,20,"Sp. 39",0,0
3,1,"Sp. 39",0,0
3,2,"Sp. 39",0,0
3,3,"Sp. 39",0,0
3,4,"Sp. 39",0,0
3,5,"Sp. 39",5,125
3,6,"Sp. 39",30,7
3,7,"Sp. 39",346,27
3,8,"Sp. 39",554,439
3,9,"Sp. 39",559,186
3,10,"Sp. 39",677,216
3,11,"Sp. 39",489,62
3,12,"Sp. 39",535,443
3,13,"Sp. 39",168,0
3,14,"Sp. 39",13,141
3,15,"Sp. 39",5,0
3,16,"Sp. 39",0,5
3,17,"Sp. 39",0,0
3,18,"Sp. 39",0,0
3,19,"Sp. 39",0,0
3,20,"Sp. 39",0,0
4,1,"Sp. 39",4,0
4,2,"Sp. 39",0,0
4,3,"Sp. 39",0,0
4,4,"Sp. 39",3,0
4,5,"Sp. 39",0,0
4,6,"Sp. 39",30,270
4,7,"Sp. 39",262,8
4,8,"Sp. 39",471,25
4,9,"Sp. 39",465,82
4,10,"Sp. 39",558,106
4,11,"Sp. 39",551,97
4,12,"Sp. 39",230,422
4,13,"Sp. 39",32,53
4,14,"Sp. 39",10,152
4,15,"Sp. 39",0,0
4,16,"Sp. 39",0,5
4,17,"Sp. 39",0,0
4,18,"Sp. 39",0,0
4,19,"Sp. 39",0,0
4,20,"Sp. 39",0,0
5,1,"Sp. 39",0,0
5,2,"Sp. 39",0,0
5,3,"Sp. 39",0,0
5,4,"Sp. 39",0,0
5,5,"Sp. 39",7,82
5,6,"Sp. 39",12,0
5,7,"Sp. 39",119,4
5,8,"Sp. 39",283,4
5,9,"Sp. 39",422,10
5,10,"Sp. 39",488,359
5,11,"Sp. 39",368,316
5,12,"Sp. 39",44,47
5,13,"Sp. 39",12,162
5,14,"Sp. 39",5,17
5,15,"Sp. 39",0,0
5,16,"Sp. 39",0,0
5,17,"Sp. 39",0,0
5,18,"Sp. 39",0,0
5,19,"Sp. 39",0,0
5,20,"Sp. 39",0,0
6,1,"Sp. 39",0,0
6,2,"Sp. 39",0,0
6,3,"Sp. 39",0,0
6,4,"Sp. 39",0,6
6,5,"Sp. 39",0,0
6,6,"Sp. 39",7,29
6,7,"Sp. 39",29,0
6,8,"Sp. 39",136,0
6,9,"Sp. 39",310,145
6,10,"Sp. 39",330,168
6,11,"Sp. 39",315,166
6,12,"Sp. 39",89,123
6,13,"Sp. 39",7,8
6,14,"Sp. 39",0,11
6,15,"Sp. 39",0,0
6,16,"Sp. 39",0,0
6,17,"Sp. 39",0,4
6,18,"Sp. 39",0,0
6,19,"Sp. 39",0,0
6,20,"Sp. 39",0,0
7,1,"Sp. 39",0,0
7,2,"Sp. 39",0,0
7,3,"Sp. 39",0,0
7,4,"Sp. 39",0,0
7,5,"Sp. 39",0,0
7,6,"Sp. 39",0,7
7,7,"Sp. 39",6,0
7,8,"Sp. 39",46,16
7,9,"Sp. 39",190,0
7,10,"Sp. 39",288,33
7,11,"Sp. 39",188,0
7,12,"Sp. 39",33,28
7,13,"Sp. 39",0,10
7,14,"Sp. 39",0,0
7,15,"Sp. 39",0,3
7,16,"Sp. 39",0,0
7,17,"Sp. 39",0,0
7,18,"Sp. 39",0,0
7,19,"Sp. 39",0,0
7,20,"Sp. 39",0,0
8,1,"Sp. 39",0,0
8,2,"Sp. 39",0,0
8,3,"Sp. 39",0,0
8,4,"Sp. 39",0,0
8,5,"Sp. 39",0,0
8,6,"Sp. 39",0,0
8,7,"Sp. 39",6,0
8,8,"Sp. 39",16,0
8,9,"Sp. 39",47,0
8,10,"Sp. 39",100,4
8,11,"Sp. 39",39,0
8,12,"Sp. 39",13,0
8,13,"Sp. 39",0,0
8,14,"Sp. 39",0,0
8,15,"Sp. 39",0,0
8,16,"Sp. 39",0,0
8,17,"Sp. 39",0,0
8,18,"Sp. 39",0,0
8,19,"Sp. 39",0,0
8,20,"Sp. 39",0,0
9,1,"Sp. 39",0,0
9,2,"Sp. 39",0,0
9,3,"Sp. 39",0,0
9,4,"Sp. 39",0,0
9,5,"Sp. 39",0,0
9,6,"Sp. 39",0,0
9,7,"Sp. 39",0,0
9,8,"Sp. 39",0,0
9,9,"Sp. 39",13,0
9,10,"Sp. 39",18,0
9,11,"Sp. 39",10,0
9,12,"Sp. 39",8,0
9,13,"Sp. 39",0,0
9,14,"Sp. 39",0,0
9,15,"Sp. 39",0,0
9,16,"Sp. 39",0,0
9,17,"Sp. 39",0,0
9,18,"Sp. 39",0,0
9,19,"Sp. 39",0,0
9,20,"Sp. 39",0,0
10,1,"Sp. 39",0,0
10,2,"Sp. 39",0,0
10,3,"Sp. 39",0,0
10,4,"Sp. 39",0,0
10,5,"Sp. 39",0,0
10,6,"Sp. 39",0,0
10,7,"Sp. 39",0,0
10,8,"Sp. 39",0,0
10,9,"Sp. 39",5,0
10,10,"Sp. 39",8,4
10,11,"Sp. 39",4,0
10,12,"Sp. 39",0,0
10,13,"Sp. 39",0,0
10,14,"Sp. 39",0,0
10,15,"Sp. 39",0,0
10,16,"Sp. 39",0,0
10,17,"Sp. 39",0,0
10,18,"Sp. 39",0,0
10,19,"Sp. 39",0,0
10,20,"Sp. 39",0,0
11,1,"Sp. 39",0,0
11,2,"Sp. 39",0,0
11,3,"Sp. 39",0,0
11,4,"Sp. 39",0,0
11,5,"Sp. 39",0,0
11,6,"Sp. 39",0,0
11,7,"Sp. 39",0,0
11,8,"Sp. 39",0,0
11,9,"Sp. 39",3,0
11,10,"Sp. 39",0,0
11,11,"Sp. 39",4,0
11,12,"Sp. 39",0,0
11,13,"Sp. 39",0,0
11,14,"Sp. 39",0,0
11,15,"Sp. 39",0,0
11,16,"Sp. 39",0,0
11,17,"Sp. 39",0,0
11,18,"Sp. 39",0,0
11,19,"Sp. 39",0,0
11,20,"Sp. 39",0,0
12,1,"Sp. 39",0,0
12,2,"Sp. 39",0,0
12,3,"Sp. 39",0,0
12,4,"Sp. 39",3,0
12,5,"Sp. 39",0,0
12,6,"Sp. 39",0,5
12,7,"Sp. 39",0,0
12,8,"Sp. 39",0,0
12,9,"Sp. 39",0,0
12,10,"Sp. 39",0,0
12,11,"Sp. 39",0,0
12,12,"Sp. 39",0,0
12,13,"Sp. 39",0,0
12,14,"Sp. 39",0,0
12,15,"Sp. 39",0,0
12,16,"Sp. 39",0,0
12,17,"Sp. 39",0,0
12,18,"Sp. 39",0,0
12,19,"Sp. 39",0,0
12,20,"Sp. 39",0,0
13,1,"Sp. 39",0,0
13,2,"Sp. 39",0,0
13,3,"Sp. 39",0,0
13,4,"Sp. 39",0,0
13,5,"Sp. 39",0,0
13,6,"Sp. 39",0,0
13,7,"Sp. 39",0,0
13,8,"Sp. 39",0,0
13,9,"Sp. 39",0,0
13,10,"Sp. 39",0,0
13,11,"Sp. 39",0,0
13,12,"Sp. 39",0,0
13,13,"Sp. 39",0,0
13,14,"Sp. 39",0,0
13,15,"Sp. 39",0,0
13,16,"Sp. 39",0,0
13,17,"Sp. 39",0,0
13,18,"Sp. 39",0,0
13,19,"Sp. 39",0,0
13,20,"Sp. 39",0,0
14,1,"Sp. 39",0,0
14,2,"Sp. 39",0,0
14,3,"Sp. 39",0,0
14,4,"Sp. 39",0,0
14,5,"Sp. 39",0,0
14,6,"Sp. 39",0,0
14,7,"Sp. 39",0,0
14,8,"Sp. 39",0,0
14,9,"Sp. 39",0,0
14,10,"Sp. 39",0,0
14,11,"Sp. 39",0,0
14,12,"Sp. 39",0,0
14,13,"Sp. 39",0,0
14,14,"Sp. 39",0,0
14,15,"Sp. 39",0,0
14,16,"Sp. 39",0,0
14,17,"Sp. 39",0,0
14,18,"Sp. 39",0,0
14,19,"Sp. 39",0,0
14,20,"Sp. 39",0,0
15,1,"Sp. 39",0,0
15,2,"Sp. 39",0,0
15,3,"Sp. 39",0,0
15,4,"Sp. 39",0,0
15,5,"Sp. 39",0,0
15,6,"Sp. 39",0,0
15,7,"Sp. 39",0,0
15,8,"Sp. 39",0,0
15,9,"Sp. 39",0,0
15,10,"Sp. 39",0,0
15,11,"Sp. 39",0,0
15,12,"Sp. 39",0,0
15,13,"Sp. 39",0,0
15,14,"Sp. 39",0,0
15,15,"Sp. 39",0,0
15,16,"Sp. 39",0,0
15,17,"Sp. 39",0,0
15,18,"Sp. 39",0,5
15,19,"Sp. 39",0,0
15,20,"Sp. 39",0,0
16,1,"Sp. 39",0,0
16,2,"Sp. 39",0,0
16,3,"Sp. 39",0,0
16,4,"Sp. 39",0,0
16,5,"Sp. 39",0,0
16,6,"Sp. 39",0,0
16,7,"Sp. 39",0,0
16,8,"Sp. 39",0,0
16,9,"Sp. 39",0,0
16,10,"Sp. 39",0,0
16,11,"Sp. 39",0,0
16,12,"Sp. 39",0,0
16,13,"Sp. 39",0,0
16,14,"Sp. 39",0,0
16,15,"Sp. 39",0,0
16,16,"Sp. 39",0,0
16,17,"Sp. 39",0,0
16,18,"Sp. 39",0,0
16,19,"Sp. 39",0,0
16,20,"Sp. 39",0,0
17,1,"Sp. 39",0,0
17,2,"Sp. 39",0,0
17,3,"Sp. 39",0,0
17,4,"Sp. 39",0,0
17,5,"Sp. 39",0,0
17,6,"Sp. 39",0,0
17,7,"Sp. 39",0,0
17,8,"Sp. 39",0,0
17,9,"Sp. 39",0,0
17,10,"Sp. 39",0,0
17,11,"Sp. 39",0,0
17,12,"Sp. 39",0,0
17,13,"Sp. 39",0,0
17,14,"Sp. 39",0,0
17,15,"Sp. 39",0,0
17,16,"Sp. 39",0,0
17,17,"Sp. 39",0,0
17,18,"Sp. 39",0,0
17,19,"Sp. 39",0,0
17,20,"Sp. 39",0,0
18,1,"Sp. 39",0,0
18,2,"Sp. 39",0,0
18,3,"Sp. 39",0,0
18,4,"Sp. 39",0,0
18,5,"Sp. 39",0,0
18,6,"Sp. 39",0,0
18,7,"Sp. 39",0,0
18,8,"Sp. 39",0,0
18,9,"Sp. 39",0,0
18,10,"Sp. 39",0,0
18,11,"Sp. 39",0,0
18,12,"Sp. 39",0,0
18,13,"Sp. 39",0,0
18,14,"Sp. 39",0,0
18,15,"Sp. 39",0,0
18,16,"Sp. 39",0,0
18,17,"Sp. 39",0,0
18,18,"Sp. 39",0,0
18,19,"Sp. 39",0,0
18,20,"Sp. 39",0,0
19,1,"Sp. 39",0,0
19,2,"Sp. 39",0,0
19,3,"Sp. 39",0,0
19,4,"Sp. 39",0,0
19,5,"Sp. 39",0,0
19,6,"Sp. 39",0,0
19,7,"Sp. 39",0,0
19,8,"Sp. 39",0,0
19,9,"Sp. 39",0,0
19,10,"Sp. 39",0,0
19,11,"Sp. 39",0,0
19,12,"Sp. 39",0,0
19,13,"Sp. 39",0,0
19,14,"Sp. 39",0,0
19,15,"Sp. 39",0,0
19,16,"Sp. 39",0,0
19,17,"Sp. 39",0,0
19,18,"Sp. 39",0,0
19,19,"Sp. 39",0,0
19,20,"Sp. 39",0,0
20,1,"Sp. 39",0,0
20,2,"Sp. 39",0,0
20,3,"Sp. 39",0,0
20,4,"Sp. 39",0,0
20,5,"Sp. 39",0,0
20,6,"Sp. 39",0,0
20,7,"Sp. 39",0,0
20,8,"Sp. 39",0,0
20,9,"Sp. 39",0,0
20,10,"Sp. 39",0,0
20,11,"Sp. 39",0,0
20,12,"Sp. 39",0,0
20,13,"Sp. 39",0,0
20,14,"Sp. 39",0,0
20,15,"Sp. 39",0,0
20,16,"Sp. 39",0,0
20,17,"Sp. 39",0,0
20,18,"Sp. 39",0,0
20,19,"Sp. 39",0,0
20,20,"Sp. 39",0,0
1,1,"Sp. 40",0,0
1,2,"Sp. 40",0,0
1,3,"Sp. 40",0,0
1,4,"Sp. 40",8,0
1,5,"Sp. 40",76,0
1,6,"Sp. 40",107,0
1,7,"Sp. 40",142,0
1,8,"Sp. 40",92,0
1,9,"Sp. 40",122,0
1,10,"Sp. 40",58,0
1,11,"Sp. 40",0,0
1,12,"Sp. 40",0,0
1,13,"Sp. 40",0,0
1,14,"Sp. 40",0,0
1,15,"Sp. 40",0,0
1,16,"Sp. 40",0,0
1,17,"Sp. 40",0,0
1,18,"Sp. 40",0,0
1,19,"Sp. 40",0,0
1,20,"Sp. 40",0,0
2,1,"Sp. 40",0,0
2,2,"Sp. 40",0,0
2,3,"Sp. 40",0,0
2,4,"Sp. 40",0,0
2,5,"Sp. 40",0,0
2,6,"Sp. 40",0,0
2,7,"Sp. 40",0,0
2,8,"Sp. 40",0,0
2,9,"Sp. 40",0,0
2,10,"Sp. 40",0,0
2,11,"Sp. 40",0,0
2,12,"Sp. 40",0,0
2,13,"Sp. 40",0,0
2,14,"Sp. 40",0,0
2,15,"Sp. 40",0,0
2,16,"Sp. 40",0,0
2,17,"Sp. 40",0,0
2,18,"Sp. 40",0,0
2,19,"Sp. 40",0,0
2,20,"Sp. 40",0,0
3,1,"Sp. 40",0,0
3,2,"Sp. 40",0,0
3,3,"Sp. 40",0,0
3,4,"Sp. 40",0,0
3,5,"Sp. 40",0,0
3,6,"Sp. 40",0,0
3,7,"Sp. 40",0,0
3,8,"Sp. 40",0,0
3,9,"Sp. 40",0,0
3,10,"Sp. 40",0,0
3,11,"Sp. 40",0,0
3,12,"Sp. 40",0,0
3,13,"Sp. 40",0,0
3,14,"Sp. 40",0,0
3,15,"Sp. 40",0,0
3,16,"Sp. 40",0,0
3,17,"Sp. 40",0,0
3,18,"Sp. 40",0,0
3,19,"Sp. 40",0,0
3,20,"Sp. 40",0,0
4,1,"Sp. 40",0,0
4,2,"Sp. 40",0,0
4,3,"Sp. 40",0,0
4,4,"Sp. 40",0,0
4,5,"Sp. 40",0,0
4,6,"Sp. 40",0,0
4,7,"Sp. 40",0,0
4,8,"Sp. 40",0,0
4,9,"Sp. 40",0,0
4,10,"Sp. 40",0,0
4,11,"Sp. 40",0,0
4,12,"Sp. 40",0,0
4,13,"Sp. 40",0,0
4,14,"Sp. 40",0,0
4,15,"Sp. 40",0,0
4,16,"Sp. 40",0,0
4,17,"Sp. 40",0,0
4,18,"Sp. 40",0,0
4,19,"Sp. 40",0,0
4,20,"Sp. 40",0,0
5,1,"Sp. 40",0,0
5,2,"Sp. 40",0,0
5,3,"Sp. 40",0,0
5,4,"Sp. 40",0,0
5,5,"Sp. 40",0,0
5,6,"Sp. 40",0,0
5,7,"Sp. 40",0,0
5,8,"Sp. 40",0,0
5,9,"Sp. 40",0,0
5,10,"Sp. 40",0,0
5,11,"Sp. 40",0,0
5,12,"Sp. 40",0,0
5,13,"Sp. 40",0,0
5,14,"Sp. 40",0,0
5,15,"Sp. 40",0,0
5,16,"Sp. 40",0,0
5,17,"Sp. 40",0,0
5,18,"Sp. 40",0,0
5,19,"Sp. 40",0,0
5,20,"Sp. 40",0,0
6,1,"Sp. 40",0,0
6,2,"Sp. 40",0,0
6,3,"Sp. 40",0,0
6,4,"Sp. 40",0,0
6,5,"Sp. 40",0,0
6,6,"Sp. 40",0,0
6,7,"Sp. 40",0,0
6,8,"Sp. 40",5,0
6,9,"Sp. 40",0,0
6,10,"Sp. 40",0,0
6,11,"Sp. 40",0,0
6,12,"Sp. 40",0,0
6,13,"Sp. 40",0,0
6,14,"Sp. 40",0,0
6,15,"Sp. 40",0,0
6,16,"Sp. 40",0,0
6,17,"Sp. 40",0,0
6,18,"Sp. 40",0,0
6,19,"Sp. 40",0,0
6,20,"Sp. 40",0,0
7,1,"Sp. 40",0,0
7,2,"Sp. 40",0,0
7,3,"Sp. 40",0,0
7,4,"Sp. 40",0,0
7,5,"Sp. 40",0,0
7,6,"Sp. 40",0,0
7,7,"Sp. 40",0,0
7,8,"Sp. 40",0,0
7,9,"Sp. 40",0,0
7,10,"Sp. 40",0,0
7,11,"Sp. 40",0,0
7,12,"Sp. 40",0,0
7,13,"Sp. 40",0,0
7,14,"Sp. 40",0,0
7,15,"Sp. 40",0,0
7,16,"Sp. 40",0,0
7,17,"Sp. 40",0,0
7,18,"Sp. 40",0,0
7,19,"Sp. 40",0,0
7,20,"Sp. 40",0,0
8,1,"Sp. 40",0,0
8,2,"Sp. 40",0,0
8,3,"Sp. 40",0,0
8,4,"Sp. 40",0,0
8,5,"Sp. 40",0,0
8,6,"Sp. 40",0,0
8,7,"Sp. 40",0,0
8,8,"Sp. 40",0,0
8,9,"Sp. 40",0,0
8,10,"Sp. 40",0,0
8,11,"Sp. 40",0,0
8,12,"Sp. 40",0,0
8,13,"Sp. 40",0,0
8,14,"Sp. 40",0,0
8,15,"Sp. 40",0,0
8,16,"Sp. 40",0,0
8,17,"Sp. 40",0,0
8,18,"Sp. 40",0,0
8,19,"Sp. 40",0,0
8,20,"Sp. 40",0,0
9,1,"Sp. 40",0,0
9,2,"Sp. 40",0,0
9,3,"Sp. 40",0,0
9,4,"Sp. 40",0,0
9,5,"Sp. 40",0,0
9,6,"Sp. 40",0,0
9,7,"Sp. 40",0,0
9,8,"Sp. 40",0,0
9,9,"Sp. 40",0,0
9,10,"Sp. 40",0,0
9,11,"Sp. 40",0,0
9,12,"Sp. 40",0,0
9,13,"Sp. 40",0,0
9,14,"Sp. 40",0,0
9,15,"Sp. 40",0,0
9,16,"Sp. 40",0,3
9,17,"Sp. 40",0,0
9,18,"Sp. 40",0,0
9,19,"Sp. 40",0,0
9,20,"Sp. 40",0,0
10,1,"Sp. 40",0,0
10,2,"Sp. 40",0,0
10,3,"Sp. 40",0,0
10,4,"Sp. 40",0,0
10,5,"Sp. 40",0,0
10,6,"Sp. 40",0,0
10,7,"Sp. 40",0,0
10,8,"Sp. 40",0,0
10,9,"Sp. 40",0,0
10,10,"Sp. 40",0,0
10,11,"Sp. 40",0,0
10,12,"Sp. 40",0,0
10,13,"Sp. 40",0,0
10,14,"Sp. 40",0,0
10,15,"Sp. 40",0,0
10,16,"Sp. 40",0,0
10,17,"Sp. 40",0,0
10,18,"Sp. 40",0,0
10,19,"Sp. 40",0,0
10,20,"Sp. 40",0,0
11,1,"Sp. 40",0,0
11,2,"Sp. 40",0,0
11,3,"Sp. 40",0,0
11,4,"Sp. 40",0,0
11,5,"Sp. 40",0,0
11,6,"Sp. 40",0,0
11,7,"Sp. 40",0,0
11,8,"Sp. 40",0,0
11,9,"Sp. 40",0,0
11,10,"Sp. 40",0,0
11,11,"Sp. 40",0,0
11,12,"Sp. 40",0,0
11,13,"Sp. 40",0,0
11,14,"Sp. 40",0,0
11,15,"Sp. 40",0,0
11,16,"Sp. 40",0,0
11,17,"Sp. 40",0,0
11,18,"Sp. 40",0,0
11,19,"Sp. 40",0,0
11,20,"Sp. 40",0,0
12,1,"Sp. 40",0,0
12,2,"Sp. 40",0,0
12,3,"Sp. 40",0,0
12,4,"Sp. 40",0,0
12,5,"Sp. 40",0,0
12,6,"Sp. 40",0,0
12,7,"Sp. 40",0,0
12,8,"Sp. 40",0,0
12,9,"Sp. 40",0,0
12,10,"Sp. 40",0,0
12,11,"Sp. 40",0,0
12,12,"Sp. 40",0,0
12,13,"Sp. 40",0,0
12,14,"Sp. 40",0,0
12,15,"Sp. 40",0,0
12,16,"Sp. 40",0,0
12,17,"Sp. 40",0,0
12,18,"Sp. 40",0,0
12,19,"Sp. 40",0,0
12,20,"Sp. 40",0,0
13,1,"Sp. 40",0,0
13,2,"Sp. 40",0,0
13,3,"Sp. 40",0,0
13,4,"Sp. 40",0,0
13,5,"Sp. 40",0,0
13,6,"Sp. 40",0,0
13,7,"Sp. 40",0,0
13,8,"Sp. 40",0,0
13,9,"Sp. 40",0,0
13,10,"Sp. 40",0,0
13,11,"Sp. 40",0,0
13,12,"Sp. 40",0,0
13,13,"Sp. 40",0,0
13,14,"Sp. 40",0,0
13,15,"Sp. 40",0,0
13,16,"Sp. 40",0,0
13,17,"Sp. 40",0,0
13,18,"Sp. 40",0,0
13,19,"Sp. 40",0,0
13,20,"Sp. 40",0,0
14,1,"Sp. 40",0,0
14,2,"Sp. 40",0,0
14,3,"Sp. 40",0,0
14,4,"Sp. 40",0,0
14,5,"Sp. 40",0,0
14,6,"Sp. 40",0,0
14,7,"Sp. 40",0,0
14,8,"Sp. 40",0,0
14,9,"Sp. 40",0,0
14,10,"Sp. 40",0,0
14,11,"Sp. 40",0,0
14,12,"Sp. 40",0,0
14,13,"Sp. 40",0,0
14,14,"Sp. 40",0,0
14,15,"Sp. 40",0,0
14,16,"Sp. 40",0,0
14,17,"Sp. 40",0,0
14,18,"Sp. 40",0,0
14,19,"Sp. 40",0,0
14,20,"Sp. 40",0,0
15,1,"Sp. 40",0,0
15,2,"Sp. 40",0,0
15,3,"Sp. 40",0,0
15,4,"Sp. 40",0,0
15,5,"Sp. 40",0,0
15,6,"Sp. 40",0,0
15,7,"Sp. 40",0,0
15,8,"Sp. 40",0,0
15,9,"Sp. 40",0,0
15,10,"Sp. 40",0,0
15,11,"Sp. 40",0,0
15,12,"Sp. 40",0,0
15,13,"Sp. 40",0,0
15,14,"Sp. 40",0,0
15,15,"Sp. 40",0,0
15,16,"Sp. 40",0,0
15,17,"Sp. 40",0,0
15,18,"Sp. 40",0,0
15,19,"Sp. 40",0,0
15,20,"Sp. 40",0,0
16,1,"Sp. 40",0,0
16,2,"Sp. 40",0,0
16,3,"Sp. 40",0,0
16,4,"Sp. 40",0,0
